chr,start,end,gene,transcript,strand,Ensembl_ID,lnTPM
chr11,60197061,60215265,MS4A5,NM_023945,+,ENSG00000166930,0.0
chr11,59939079,59952139,MS4A6A,NM_152852,-,ENSG00000110077,0.0
chr11,60102354,60108441,MS4A6E,NM_139249,+,ENSG00000166926,0.0
chr11,60145957,60163426,MS4A7,NM_021201,+,ENSG00000166927,0.0
chr11,60467046,60483285,MS4A8B,NM_031457,+,N/A,-inf
chr11,124636393,124670299,MSANTD2,NM_024631,-,ENSG00000120458,2.201659174404085
chr11,105878628,105892954,MSANTD4,NM_032424,-,ENSG00000170903,2.4096441652874536
chr11,62360674,62369312,MTA2,NM_004739,-,ENSG00000149480,4.097838451476356
chr11,47638857,47664206,MTCH2,NM_014342,-,ENSG00000109919,5.390121407023074
chr11,68503599,68518988,MTL5,NM_001039656,-,ENSG00000132749,0.17395330712343798
chr11,95566043,95657371,MTMR2,NM_201278,-,ENSG00000087053,3.1633631149379418
chr11,92702788,92715948,MTNR1B,NM_005959,+,ENSG00000134640,0.0
chr11,26580578,26593815,MUC15,NM_001135091,-,ENSG00000169550,2.145931282948669
chr11,1074874,1104417,MUC2,NM_002457,+,ENSG00000198788,0.0
chr11,1244294,1283406,MUC5B,NM_002458,+,ENSG00000117983,0.27763173659827955
chr11,1012823,1036706,MUC6,NM_005961,-,ENSG00000184956,0.0
chr11,65627871,65633914,MUS81,NM_025128,+,ENSG00000172732,3.064325065019603
chr11,47352956,47374253,MYBPC3,NM_000256,-,ENSG00000134571,0.0
chr11,69061621,69064754,MYEOV,NM_138768,+,N/A,-inf
chr11,76839309,76926286,MYO7A,NM_000260,+,ENSG00000137474,2.5718485799218085
chr11,17741109,17743678,MYOD1,NM_002478,+,ENSG00000129152,0.0
chr11,63706441,63724446,NAA40,NM_024771,+,ENSG00000110583,3.102791345847399
chr11,89867817,89925779,NAALAD2,NM_005467,+,ENSG00000077616,2.0162354657760435
chr11,64812294,64826009,NAALADL1,NM_005468,-,ENSG00000168060,2.3832429960115
chr11,71164216,71212581,NADSYN1,NM_018161,+,ENSG00000172890,3.3130945001071823
chr11,2965659,3013607,NAP1L4,NM_005969,-,ENSG00000205531,4.9383512985110904
chr11,78147006,78285909,NARS2,NM_001243251,-,ENSG00000137513,3.281287084989598
chr11,34127110,34168458,NAT10,NM_001144030,+,ENSG00000135372,4.031582240485785
chr11,19372270,20143147,NAV2,NM_001111018,+,ENSG00000166833,2.7549337870010606
chr11,112831968,113135919,NCAM1,NM_001242608,+,ENSG00000149294,0.0
chr11,134022336,134094426,NCAPD3,NM_015261,-,ENSG00000151503,3.49620448524049
chr11,77726760,77791265,NDUFC2-KCTD14,NM_001203261,-,N/A,-inf
chr11,77779392,77791265,NDUFC2,NM_001204055,-,ENSG00000151366,5.956018700173683
chr11,47600561,47606115,NDUFS3,NM_004551,+,ENSG00000213619,4.796203683384068
chr11,67798083,67804114,NDUFS8,NM_002496,+,ENSG00000110717,4.676280813446044
chr11,67374322,67380012,NDUFV1,NM_007103,+,ENSG00000167792,4.660794089736088
chr11,20691116,21597229,NELL1,NM_006157,+,ENSG00000165973,0.0
chr11,74699949,74718743,NEU3,NM_006656,+,ENSG00000162139,2.278292400425001
chr11,129733669,129765490,NFRKB,NM_001143835,-,ENSG00000170322,3.0946722214088944
chr11,7981155,7985059,NLRP10,NM_176821,-,ENSG00000182261,0.0
chr11,7041699,7092757,NLRP14,NM_176822,+,ENSG00000158077,0.0
chr11,278569,285304,NLRP6,NM_138329,+,ENSG00000174885,0.0
chr11,119039439,119054725,NLRX1,NM_170722,+,ENSG00000160703,2.6347624053323777
chr11,114166534,114183238,NNMT,NM_006169,+,ENSG00000166741,0.0
chr11,89057521,89322779,NOX4,NM_001143837,-,ENSG00000086991,0.0
chr11,66188474,66194177,NPAS4,NM_178864,+,ENSG00000174576,0.0
chr11,108028118,108093365,NPAT,NM_002519,-,ENSG00000149308,2.0719132752590443
chr11,47269850,47290584,NR1H3,NM_001251935,+,ENSG00000025434,3.393165209964891
chr11,124609828,124617102,NRGN,NM_001126181,+,ENSG00000154146,0.45107561936021656
chr11,9002122,9025596,NRIP3,NM_020645,-,ENSG00000175352,0.01980262729617973
chr11,64373645,64490660,NRXN2,NM_138732,-,ENSG00000110076,0.19885085874516517
chr11,131240370,132206716,NTM,NM_001048209,+,ENSG00000182667,0.0
chr11,17298285,17353070,NUCB2,NM_005013,+,ENSG00000070081,4.129067998280486
chr11,63993737,63997488,NUDT22,NM_001128613,+,ENSG00000149761,3.175968323856924
chr11,67395409,67397408,NUDT8,NM_001243750,-,ENSG00000167799,3.1612467120315646
chr11,71713910,71791573,NUMA1,NM_006185,-,ENSG00000137497,3.9924963895780228
chr11,47799669,47870057,NUP160,NM_015231,-,ENSG00000030066,3.9808025208229716
chr11,3733058,3819022,NUP98,NM_005387,-,ENSG00000110713,4.21419952403038
chr11,62559597,62572964,NXF1,NM_006362,-,ENSG00000162231,3.9328055446106744
chr11,114392436,114430580,NXPE1,NM_152315,-,N/A,-inf
chr11,114549199,114577652,NXPE2,NM_182495,+,ENSG00000204361,0.0
chr11,114441312,114466484,NXPE4,NM_001077639,-,ENSG00000137634,0.0
chr11,120081746,120100650,OAF,NM_178507,+,ENSG00000184232,4.472666836174998
chr11,196760,200258,ODF3,NM_053280,+,ENSG00000177947,0.0
chr11,78364327,79151695,ODZ4,NM_001098816,-,N/A,-inf
chr11,7506599,7532606,OLFML1,NM_198474,+,ENSG00000183801,0.8153648132841944
chr11,76813885,76814377,OMP,NM_006189,+,ENSG00000254550,0.0
chr11,132284874,133402403,OPCML,NM_001012393,-,ENSG00000183715,0.0
chr11,6890985,6891897,OR10A2,NM_001004460,+,ENSG00000170790,0.0
chr11,7960122,7961067,OR10A3,NM_001003745,-,ENSG00000170683,0.0
chr11,6897855,6898850,OR10A4,NM_207186,+,ENSG00000170782,0.0
chr11,6866913,6867867,OR10A5,NM_178168,+,ENSG00000166363,0.0
chr11,7949264,7950209,OR10A6,NM_001004461,-,ENSG00000175393,0.0
chr11,55735033,55735939,OR10AG1,NM_001005491,-,ENSG00000174970,0.0
chr11,123886281,123887217,OR10G4,NM_001004462,+,ENSG00000254737,0.0
chr11,123908772,123909708,OR10G7,NM_001004463,-,ENSG00000182634,0.0
chr11,123900329,123901265,OR10G8,NM_001004464,+,ENSG00000234560,0.0
chr11,123893719,123894655,OR10G9,NM_001001953,+,ENSG00000236981,0.0
chr11,57995353,57996390,OR10Q1,NM_001004471,-,ENSG00000180475,0.1906203596086497
chr11,123847402,123848398,OR10S1,NM_001004474,-,ENSG00000196248,0.0
chr11,59480388,59481318,OR10V1,NM_001005324,-,ENSG00000172289,0.0
chr11,58034263,58035732,OR10W1,NM_207374,-,ENSG00000172772,0.0
chr11,57982216,57983194,OR1S1,NM_001004458,+,ENSG00000172774,0.0
chr11,57970675,57971653,OR1S2,NM_001004459,-,ENSG00000197887,0.0
chr11,6806247,6807245,OR2AG1,NM_001004489,+,ENSG00000170803,0.0
chr11,6789237,6790188,OR2AG2,NM_001004490,-,ENSG00000188124,0.0
chr11,74799795,74800758,OR2AT4,NM_001005285,-,ENSG00000171561,0.0
chr11,6912804,6913731,OR2D2,NM_003700,-,ENSG00000166368,0.0
chr11,6942232,6943225,OR2D3,NM_001004684,+,ENSG00000178358,0.0
chr11,55135359,55136394,OR4A15,NM_001005275,+,ENSG00000181958,0.0
chr11,55110676,55111663,OR4A16,NM_001005274,+,ENSG00000181961,0.0
chr11,48510344,48511274,OR4A47,NM_001005512,+,ENSG00000237388,0.0
chr11,51411377,51412448,OR4A5,NM_001005272,-,ENSG00000221840,0.0
chr11,48238361,48239291,OR4B1,NM_001005470,+,ENSG00000175619,0.0
chr11,55370829,55371874,OR4C11,NM_001004700,-,ENSG00000172188,0.0
chr11,50003008,50004071,OR4C12,NM_001005270,-,ENSG00000221954,0.0
chr11,49973942,49974971,OR4C13,NM_001001955,+,ENSG00000258817,0.0
chr11,55321782,55322895,OR4C15,NM_001001920,+,ENSG00000181939,0.0
chr11,55339603,55340536,OR4C16,NM_001004701,+,ENSG00000181935,0.0
chr11,48346492,48347482,OR4C3,NM_001004702,+,ENSG00000176547,0.0
chr11,48366899,48373999,OR4C45,NM_001005513,-,N/A,-inf
chr11,51515281,51516211,OR4C46,NM_001004703,+,ENSG00000185926,0.0
chr11,55432642,55433572,OR4C6,NM_001004704,+,ENSG00000181903,0.0
chr11,59244902,59245838,OR4D10,NM_001004705,+,ENSG00000254466,0.0
chr11,59271048,59271984,OR4D11,NM_001004706,+,ENSG00000176200,0.0
chr11,123810323,123811280,OR4D5,NM_001001965,+,ENSG00000171014,0.0
chr11,59224433,59225378,OR4D6,NM_001004708,+,ENSG00000166884,0.0
chr11,59282385,59283330,OR4D9,NM_001004711,+,N/A,-inf
chr11,55405833,55406772,OR4P4,NM_001004124,+,ENSG00000181927,0.0
chr11,48327774,48328704,OR4S1,NM_001004725,+,N/A,-inf
chr11,55418379,55419315,OR4S2,NM_001004059,+,ENSG00000174982,0.0
chr11,48285412,48286330,OR4X1,NM_001004726,+,N/A,-inf
chr11,48266655,48267567,OR4X2,NM_001004727,+,ENSG00000172208,0.0
chr11,4976001,4976943,OR51A2,NM_001004748,-,N/A,-inf
chr11,4967388,4968330,OR51A4,NM_001005329,-,N/A,-inf
chr11,4928599,4929538,OR51A7,NM_001004749,+,ENSG00000176895,0.0
chr11,5344527,5345582,OR51B2,NM_033180,-,N/A,-inf
chr11,5322243,5323176,OR51B4,NM_033179,-,ENSG00000183251,0.19885085874516517
chr11,5363743,5526882,OR51B5,NM_001005567,-,N/A,-inf
chr11,5372737,5373676,OR51B6,NM_001004750,+,ENSG00000176239,0.0
chr11,4660944,4662068,OR51D1,NM_001004751,+,ENSG00000197428,0.0
chr11,4665155,4676716,OR51E1,NM_152430,+,ENSG00000180785,0.0
chr11,4701400,4719076,OR51E2,NM_030774,-,ENSG00000167332,0.0
chr11,4790208,4791147,OR51F1,NM_001004752,-,ENSG00000188069,0.0
chr11,4842615,4843644,OR51F2,NM_001004753,+,ENSG00000176925,0.0
chr11,4944603,4945569,OR51G1,NM_001005237,-,ENSG00000176879,0.0
chr11,4935948,4936893,OR51G2,NM_001005238,-,ENSG00000176893,0.0
chr11,5461771,5462783,OR51I1,NM_001005288,-,ENSG00000167359,0.0
chr11,5474637,5475707,OR51I2,NM_001004754,+,ENSG00000187918,0.0
chr11,5020212,5021160,OR51L1,NM_001004755,+,N/A,-inf
chr11,5410606,5411664,OR51M1,NM_001004756,+,ENSG00000184698,0.0
chr11,5443340,5444436,OR51Q1,NM_001004757,+,ENSG00000167360,0.0
chr11,4869466,4870438,OR51S1,NM_001004758,-,ENSG00000176922,0.0
chr11,4903048,4904113,OR51T1,NM_001004759,+,ENSG00000176900,0.0
chr11,5220964,5221930,OR51V1,NM_001004760,-,ENSG00000176742,0.0
chr11,5172660,5173599,OR52A1,NM_012375,-,N/A,-inf
chr11,5152921,5153872,OR52A5,NM_001005160,-,ENSG00000171944,0.0
chr11,6190584,6191556,OR52B2,NM_001004052,-,ENSG00000255307,0.0
chr11,4388492,4389616,OR52B4,NM_001005161,-,ENSG00000221996,0.0
chr11,5602106,5603114,OR52B6,NM_001005162,+,N/A,-inf
chr11,5509914,5510978,OR52D1,NM_001005163,+,ENSG00000181609,0.0
chr11,5079879,5080857,OR52E2,NM_001005164,-,ENSG00000176787,0.0
chr11,5905522,5906461,OR52E4,NM_001005165,+,ENSG00000180974,0.0
chr11,5862185,5863127,OR52E6,NM_001005167,-,ENSG00000205409,0.0
chr11,5877978,5878932,OR52E8,NM_001005168,-,ENSG00000183269,0.0
chr11,5565790,5566753,OR52H1,NM_001005289,-,ENSG00000181616,0.0
chr11,4615268,4616243,OR52I1,NM_001005169,+,ENSG00000232268,0.0
chr11,4608020,4609135,OR52I2,NM_001005170,+,ENSG00000226288,0.0
chr11,5067755,5068691,OR52J3,NM_001001916,+,ENSG00000205495,0.0
chr11,4510108,4511138,OR52K1,NM_001005171,+,N/A,-inf
chr11,4470524,4471591,OR52K2,NM_001005172,+,ENSG00000181963,0.0
chr11,6007121,6008215,OR52L1,NM_001005173,-,ENSG00000183313,0.0
chr11,4566420,4567374,OR52M1,NM_001004137,+,ENSG00000197790,0.0
chr11,5809083,5810046,OR52N1,NM_001001913,-,N/A,-inf
chr11,5841565,5842531,OR52N2,NM_001005174,+,ENSG00000180988,0.0
chr11,5775922,5776959,OR52N4,NM_001005175,+,ENSG00000181074,0.09531017980432493
chr11,5798863,5799897,OR52N5,NM_001001922,-,ENSG00000181009,0.0
chr11,4824662,4825610,OR52R1,NM_001005177,-,ENSG00000176937,0.0
chr11,6220453,6221416,OR52W1,NM_001005178,+,ENSG00000175485,0.0
chr11,6047900,6048971,OR56A1,NM_001001917,-,N/A,-inf
chr11,5968576,5969524,OR56A3,NM_001003443,+,ENSG00000184478,0.0
chr11,6023280,6024378,OR56A4,NM_001005179,-,ENSG00000183389,0.0
chr11,5988782,5989724,OR56A5,NM_001146033,-,N/A,-inf
chr11,5757677,5758768,OR56B1,NM_001005180,+,ENSG00000181023,0.0
chr11,6129008,6129968,OR56B4,NM_001005181,+,N/A,-inf
chr11,59210641,59211589,OR5A1,NM_001004728,+,ENSG00000172320,0.0
chr11,59189451,59190426,OR5A2,NM_001001954,-,N/A,-inf
chr11,56756388,56757318,OR5AK2,NM_001005323,+,ENSG00000181273,0.0
chr11,59131931,59132867,OR5AN1,NM_001004729,+,ENSG00000176495,0.0
chr11,56408964,56409915,OR5AP2,NM_001002925,-,ENSG00000172464,0.0
chr11,56431161,56432094,OR5AR1,NM_001004730,+,ENSG00000172459,0.0
chr11,55797894,55798869,OR5AS1,NM_001001921,+,ENSG00000181785,0.0
chr11,58206592,58207646,OR5B12,NM_001004733,-,ENSG00000172362,0.0
chr11,58125597,58126542,OR5B17,NM_001005489,-,N/A,-inf
chr11,58189737,58190786,OR5B2,NM_001005566,-,ENSG00000172365,0.0
chr11,58274648,58275578,OR5B21,NM_001005218,-,ENSG00000198283,0.0
chr11,58169937,58170882,OR5B3,NM_001005469,-,ENSG00000172769,0.0
chr11,55540913,55541858,OR5D13,NM_001001967,+,ENSG00000198877,0.0
chr11,55563031,55563976,OR5D14,NM_001004735,+,ENSG00000186113,0.0
chr11,55606227,55607214,OR5D16,NM_001005496,+,ENSG00000205029,0.0
chr11,55587105,55588047,OR5D18,NM_001001952,+,ENSG00000186119,0.0
chr11,55761156,55762101,OR5F1,NM_003697,-,N/A,-inf
chr11,55702931,55703876,OR5I1,NM_006637,-,ENSG00000167825,0.0
chr11,55944093,55945032,OR5J2,NM_001005492,+,ENSG00000174957,0.0
chr11,55578942,55579878,OR5L1,NM_001004738,+,ENSG00000186117,0.0
chr11,55594694,55595630,OR5L2,NM_001004739,+,ENSG00000205030,0.0
chr11,56380030,56380978,OR5M1,NM_001004740,-,ENSG00000255012,0.0
chr11,56344249,56345197,OR5M10,NM_001004741,-,ENSG00000254834,0.0
chr11,56309815,56310733,OR5M11,NM_001005245,-,ENSG00000255223,0.0
chr11,56236963,56238014,OR5M3,NM_001004742,-,ENSG00000174937,0.0
chr11,56257910,56258846,OR5M8,NM_001005282,-,ENSG00000181371,0.0
chr11,56229944,56230877,OR5M9,NM_001004743,-,ENSG00000150269,0.0
chr11,7817520,7818489,OR5P2,NM_153444,-,ENSG00000183303,0.0
chr11,7846583,7847519,OR5P3,NM_153445,-,ENSG00000182334,0.0
chr11,56184733,56185708,OR5R1,NM_001004744,-,N/A,-inf
chr11,56043114,56044095,OR5T1,NM_001004745,+,ENSG00000181698,0.0
chr11,55999581,56000661,OR5T2,NM_001004746,-,ENSG00000181718,0.0
chr11,56019675,56020698,OR5T3,NM_001004747,+,ENSG00000172489,0.0
chr11,55681125,55682058,OR5W2,NM_001001960,-,ENSG00000187612,0.0
chr11,6815755,6817139,OR6A2,NM_003696,-,ENSG00000184933,0.0
chr11,123676115,123677057,OR6M1,NM_001005325,-,N/A,-inf
chr11,57798424,57799378,OR6Q1,NM_001005186,+,ENSG00000172381,0.0
chr11,123813573,123814545,OR6T1,NM_001005187,-,N/A,-inf
chr11,123624287,123625226,OR6X1,NM_001005188,-,ENSG00000221931,0.0
chr11,124439964,124440945,OR8A1,NM_001005194,+,ENSG00000196119,0.0
chr11,124412617,124413550,OR8B12,NM_001005195,-,ENSG00000170953,0.0
chr11,124252297,124253239,OR8B2,NM_001005468,-,ENSG00000204293,0.0
chr11,124266305,124267247,OR8B3,NM_001005467,-,ENSG00000196661,0.0
chr11,124293837,124294767,OR8B4,NM_001005196,-,ENSG00000198657,0.0
chr11,124310045,124310981,OR8B8,NM_012378,-,ENSG00000197125,0.0
chr11,124179735,124180662,OR8D1,NM_001002917,-,ENSG00000196341,0.0
chr11,124189157,124190093,OR8D2,NM_001002918,-,ENSG00000197263,0.0
chr11,123777138,123778083,OR8D4,NM_001005197,+,ENSG00000181518,0.0
chr11,124120422,124135756,OR8G1,NM_001002905,+,N/A,-inf
chr11,124095397,124096312,OR8G2,NM_001007249,+,N/A,-inf
chr11,124134722,124135763,OR8G5,NM_001005198,+,N/A,-inf
chr11,56057602,56058538,OR8H1,NM_001005199,-,ENSG00000181693,0.0
chr11,55872518,55873457,OR8H2,NM_001005200,+,ENSG00000181767,0.0
chr11,55889848,55890787,OR8H3,NM_001005201,+,ENSG00000181761,0.0
chr11,55860783,55861716,OR8I2,NM_001003750,+,ENSG00000172154,0.0
chr11,56127690,56128764,OR8J1,NM_001005205,+,ENSG00000172487,0.0
chr11,55904246,55905194,OR8J3,NM_001004064,-,ENSG00000167822,0.0
chr11,56113514,56114474,OR8K1,NM_001002907,+,ENSG00000150261,0.0
chr11,56085782,56086721,OR8K3,NM_001005202,+,ENSG00000181689,0.0
chr11,55926869,55927793,OR8K5,NM_001004058,-,ENSG00000181752,0.0
chr11,56143099,56144029,OR8U1,NM_001005204,+,N/A,-inf
chr11,56143099,56508560,OR8U8,NM_001013356,+,N/A,-inf
chr11,56467863,56468781,OR9G1,NM_001005213,+,ENSG00000174914,0.0
chr11,56510303,56511287,OR9G4,NM_001005284,-,ENSG00000172457,0.0
chr11,56467863,56468781,OR9G9,NM_001013358,+,N/A,-inf
chr11,57885971,57886916,OR9I1,NM_001005211,-,ENSG00000172377,0.0
chr11,57791352,57949038,OR9Q1,NM_001005212,+,ENSG00000186509,0.04879016416943205
chr11,57957905,57958990,OR9Q2,NM_001005283,+,ENSG00000186513,0.0
chr11,69480331,69490165,ORAOV1,NM_153451,-,ENSG00000149716,2.826721730819709
chr11,59341870,59383617,OSBP,NM_002556,-,ENSG00000110048,3.159125820462427
chr11,3108345,3186582,OSBPL5,NM_001144063,-,ENSG00000021762,0.0
chr11,63753324,63765892,OTUB1,NM_017670,+,ENSG00000167770,4.335458998857547
chr11,7710668,7727941,OVCH2,NM_198185,-,N/A,-inf
chr11,65554504,65564690,OVOL1,NM_004561,+,ENSG00000172818,0.0
chr11,57105840,57137549,P2RX3,NM_002559,+,ENSG00000109991,0.0
chr11,72929343,72947395,P2RY2,NM_176072,+,ENSG00000175591,1.4350845252893227
chr11,72975569,73008850,P2RY6,NM_176796,+,ENSG00000171631,0.22314355131420976
chr11,73977701,74022699,P4HA3,NM_182904,-,ENSG00000149380,0.0
chr11,73587743,73638781,PAAF1,NM_001267806,+,N/A,-inf
chr11,65837823,66012218,PACS1,NM_018026,+,ENSG00000175115,3.0487989944906833
chr11,47199072,47208010,PACSIN3,NM_001184974,-,ENSG00000165912,4.295242504588991
chr11,117014999,117047131,PAFAH1B2,NM_001184746,+,ENSG00000168092,3.7376696182833684
chr11,77033059,77185108,PAK1,NM_001128620,-,ENSG00000149269,0.9162907318741551
chr11,35453375,35547176,PAMR1,NM_015430,-,ENSG00000149090,0.0
chr11,93862093,93915137,PANX1,NM_015368,+,ENSG00000110218,2.783157673589016
chr11,124481452,124490251,PANX3,NM_052959,+,ENSG00000154143,0.0
chr11,12399025,12556903,PARVA,NM_018222,+,ENSG00000197702,2.4501426573516603
chr11,125616187,125619743,PATE1,NM_138294,+,ENSG00000171053,0.0
chr11,125646027,125648714,PATE2,NM_212555,-,ENSG00000196844,0.0
chr11,125658005,125661495,PATE3,NM_001129883,+,ENSG00000236027,0.0
chr11,125703210,125709967,PATE4,NM_001144874,+,ENSG00000237353,0.0
chr11,59404191,59436511,PATL1,NM_152716,-,ENSG00000166889,3.435598808379488
chr11,31806339,31839509,PAX6,NM_001127612,-,ENSG00000007372,0.10436001532424286
chr11,66615996,66725847,PC,NM_001040716,-,ENSG00000173599,3.679586407202344
chr11,82868136,82896835,PCF11,NM_015885,+,ENSG00000165494,3.4916472845842277
chr11,65383782,65404910,PCNXL3,NM_032223,+,ENSG00000197136,3.5865698352893665
chr11,117075787,117102811,PCSK7,NM_004716,-,ENSG00000160613,3.0497468618602293
chr11,767222,777487,PDDC1,NM_182612,-,ENSG00000177225,3.9152178963246653
chr11,72287183,72385497,PDE2A,NM_002599,-,ENSG00000186642,0.0
chr11,14665268,14893604,PDE3B,NM_000922,+,ENSG00000152270,2.911263116927541
chr11,103777913,104035027,PDGFD,NM_033135,-,ENSG00000170962,0.3364722366212129
chr11,34937676,35017675,PDHX,NM_001135024,+,ENSG00000110435,3.9693480720474157
chr11,119056165,119060932,PDZD3,NM_024791,+,ENSG00000172367,0.0
chr11,66233797,66244808,PELI3,NM_001243135,+,ENSG00000174516,1.3164082336557241
chr11,45931219,45939674,PEX16,NM_004813,-,ENSG00000121680,2.5352828571130672
chr11,60970983,60980350,PGA3,NM_001079807,+,ENSG00000229859,0.0
chr11,60989820,60999179,PGA4,NM_001079808,+,ENSG00000229183,0.0
chr11,61008643,61018929,PGA5,NM_014224,+,ENSG00000256713,0.0
chr11,3818953,3847601,PGAP2,NM_001256235,+,ENSG00000148985,3.545874759696932
chr11,74041360,74109502,PGM2L1,NM_173582,-,ENSG00000165434,0.8285518175661483
chr11,100900354,101000544,PGR,NM_000926,-,ENSG00000082175,0.0
chr11,45950869,46142985,PHF21A,NM_001101802,-,ENSG00000135365,1.986503546020567
chr11,2949502,2950650,PHLDA2,NM_003311,-,ENSG00000181649,0.6523251860396901
chr11,118477212,118528748,PHLDB1,NM_015157,+,ENSG00000019144,2.827905162910489
chr11,71950120,71955220,PHOX2A,NM_005169,-,ENSG00000165462,0.0
chr11,576482,612222,PHRF1,NM_020901,+,ENSG00000070047,2.9657883971809187
chr11,85668213,85780923,PICALM,NM_001206947,-,ENSG00000073921,4.357733942104837
chr11,799178,805250,PIDD,NM_145887,-,ENSG00000177595,3.3446270301737613
chr11,111934733,111944895,PIH1D2,NM_001082619,-,ENSG00000150773,0.41871033485818504
chr11,17108123,17191354,PIK3C2A,NM_002645,-,ENSG00000011405,3.673765816303888
chr11,67259238,67272843,PITPNM1,NM_001130848,-,ENSG00000110697,2.829087196145044
chr11,94300473,94354587,PIWIL4,NM_152431,+,ENSG00000134627,0.0
chr11,125034558,125303285,PKNOX2,NM_022062,+,ENSG00000165495,0.02955880224154443
chr11,394216,404908,PKP3,NM_007183,+,ENSG00000184363,3.248822901236153
chr11,63341943,63381941,PLA2G16,NM_001128203,-,ENSG00000176485,2.0731719286662407
chr11,59807747,59815516,PLAC1L,NM_173801,+,N/A,-inf
chr11,64018994,64036924,PLCB3,NM_001184883,+,ENSG00000149782,2.775708849576025
chr11,16809206,17035963,PLEKHA7,NM_175058,-,ENSG00000166689,3.2891478778535324
chr11,73357222,73373864,PLEKHB1,NM_021200,+,ENSG00000021300,4.423288532422522
chr11,818900,825571,PNPLA2,NM_020376,+,ENSG00000177666,3.7857792788538958
chr11,65029431,65065088,POLA2,NM_002689,+,ENSG00000014138,3.1578511230304263
chr11,74303574,74354105,POLD3,NM_006591,+,ENSG00000077514,2.6946271807700692
chr11,67118235,67121067,POLD4,NM_021173,-,ENSG00000175482,1.6409365794934714
chr11,62529010,62534187,POLR2G,NM_002696,+,ENSG00000168002,4.187075661479786
chr11,839720,842529,POLR2L,NM_021128,-,ENSG00000177700,4.702024627351974
chr11,111222980,111250157,POU2AF1,NM_006235,-,ENSG00000110777,1.3937663759585914
chr11,120107348,120190653,POU2F3,NM_001244682,+,ENSG00000137709,0.0
chr11,70116805,70230607,PPFIA1,NM_003626,+,ENSG00000131626,3.245322994883049
chr11,7534995,7674996,PPFIBP2,NM_003621,+,ENSG00000166387,2.5447466501440172
chr11,73882367,73965748,PPME1,NM_016147,+,ENSG00000214517,3.527830032595521
chr11,67165651,67169376,PPP1CA,NM_206873,-,ENSG00000172531,4.919104629583938
chr11,64011950,64014413,PPP1R14B,NM_138689,-,ENSG00000173457,4.636281181013144
chr11,61248584,61258400,PPP1R32,NM_001170753,+,ENSG00000162148,0.5822156198526637
chr11,111597631,111637169,PPP2R1B,NM_181699,-,ENSG00000137713,3.586292865338835
chr11,64692142,64701950,PPP2R5B,NM_006244,+,ENSG00000068971,1.3110318766193438
chr11,68228185,68382801,PPP6R3,NM_001164161,+,ENSG00000110075,3.8991403795971324
chr11,82535408,82611557,PRCP,NM_005040,-,ENSG00000137509,4.177766170361173
chr11,129769600,129872730,PRDM10,NM_199437,-,ENSG00000170325,1.8671761085128091
chr11,45115563,45246639,PRDM11,NR_046338,+,N/A,-inf
chr11,64085559,64089295,PRDX5,NM_012094,+,ENSG00000126432,5.168493378711836
chr11,57154833,57158130,PRG2,NM_002728,-,ENSG00000186652,0.0
chr11,57144241,57148623,PRG3,NM_006093,-,ENSG00000156575,0.0
chr11,6340175,6341740,PRKCDBP,NM_145040,-,ENSG00000170955,0.0
chr11,76061003,76091880,PRKRIR,NM_004705,-,ENSG00000137492,3.7419461750506287
chr11,20409075,20530879,PRMT3,NM_001145166,+,ENSG00000185238,2.8338014064077703
chr11,60658019,60674061,PRPF19,NM_014502,-,ENSG00000110107,4.582310891842009
chr11,36317724,36486754,PRR5L,NM_001160167,+,ENSG00000135362,0.0
chr11,32851480,32879669,PRRG4,NM_024081,+,ENSG00000135378,0.7701082216960737
chr11,86511490,86522273,PRSS23,NM_007173,+,ENSG00000150687,0.22314355131420976
chr11,14526421,14665180,PSMA1,NM_148976,-,ENSG00000256206,0.35065687161316933
chr11,47440319,47448024,PSMC3,NM_002804,-,ENSG00000165916,5.141780508727809
chr11,236807,252984,PSMD13,NM_175932,+,ENSG00000185627,4.457481913088487
chr11,450279,491387,PTDSS2,NM_030783,+,ENSG00000174915,3.1871787381249463
chr11,60618397,60623444,PTGDR2,NM_004778,-,ENSG00000183134,1.1878434223960523
chr11,13513600,13517567,PTH,NM_000315,-,ENSG00000152266,0.0
chr11,47586981,47595013,PTPMT1,NM_175732,+,ENSG00000110536,4.435330406696193
chr11,18749474,18813389,PTPN5,NM_006906,-,ENSG00000110786,0.03922071315328133
chr11,67202980,67205153,PTPRCAP,NM_005608,-,ENSG00000213402,0.36464311358790924
chr11,48002109,48154266,PTPRJ,NM_001098503,+,ENSG00000149177,0.9439058989071285
chr11,112097087,112104695,PTS,NM_000317,+,ENSG00000150787,3.1888289035159043
chr11,125763379,125773116,PUS3,NM_031307,-,ENSG00000110060,2.5726122302071057
chr11,119531702,119599435,PVRL1,NM_002855,-,ENSG00000110400,2.6973262377392344
chr11,64513860,64528187,PYGM,NM_001164716,-,ENSG00000068976,0.06765864847381486
chr11,32914791,33001814,QSER1,NM_001076786,+,ENSG00000060749,3.0440461338325417
chr11,66036055,66044963,RAB1B,NM_030981,+,ENSG00000174903,4.341465022917759
chr11,82692477,82782884,RAB30,NM_014488,-,ENSG00000137502,1.5912739418064292
chr11,87846414,87908635,RAB38,NM_022337,-,ENSG00000123892,0.06765864847381486
chr11,107799276,107834208,RAB39A,NM_017516,+,ENSG00000179331,0.0
